,source,title,img_url,title_en,payment,tags,info,lda_tags,hours,contacts,new_tags,new_tat_tags,latitude,longitude,address,subdistrict,district,province
145,กรมศิลปากร,วัดเลียบ,,,,"['ไม้_แกะสลัก', 'หลังคา', 'ระเบียง', 'ซุ้มประตู', 'ล้านนา', 'พระประธาน', 'สัตว์', 'พญานาค', 'ดอกไม้', 'กระเบื้อง', 'สี่เหลี่ยม']","สิม หรืออุโบสถของวัดเลียบเป็นสิมทึบ ลักษณะอาคารทรงสี่เหลี่ยมผืนผ้าขนาด 6 ห้อง หันหน้าไปทางทิศตะวันออก มีความยาว 15.6 เมตร กว้าง 6.6 เมตร ก่ออิฐฉาบปูน โครงหลังคาเป็นไม้มุงกระเบื้องแป้นเกล็ด ปีกหลังคามี 3 ชั้น ซ้อนลดหลั่นกัน ปลายหลังคาประดับด้วยช่อฟ้า (โหง่ว) ใบระกา และหางหงส์ คันทวยรองรับปีกหลังคาเป็นลายกนกทำด้วยปูน มีบันไดทางขึ้นด้านหน้าทิศตะวันออกและด้านหลังทิศตะวันตก ด้านละ 2 ทาง โดยทำปูนปั้นรูปสัตว์ประดับขนาบข้างบันได ด้านหน้าทิศตะวันออกทำรูปสิงห์แบบล้านนา ส่วนด้านหลังทิศตะวันตกทำรูปพญานาค มีพื้นที่โถงระเบียงทั้งด้านหน้าและด้านหลัง โดยทำลูกกรงขอบระเบียงเป็นรูปคล้ายทรงแจกัน 
กรอบประตูและซุ้มประตูทางเข้าด้านหน้าทำปูนปั้นประดับลวดลายแจกันผสมลายพันธุ์พฤกษา ซึ่งการทำลวดลายลักษณะนี้ปรากฏอยู่ที่กรอบและซุ้มหน้าต่างด้วย แต่ประตูด้านหลังนั้นทำปลายยอดซุ้มประตูเป็นรูปหน้ากาล มีช่องประตูทางเข้าด้านหน้า 1 ช่อง บานประตูเป็นไม้แกะสลักทาสีทอง พื้นหลังสีแดง แกะสลักลวดลายรูปดอกไม้พันธุ์พฤกษาและตัวสัตว์ต่างๆ เช่น นก หนู ถัดลงไปด้านล่างเป็นรูปคนถือดาบยืนอยู่บนหลังช้าง ขณะที่ช่องประตูด้านหลัง 2 ช่อง เป็นบานประตูไม้เรียบๆทาสีแดงไม่แกะสลักตกแต่งใดๆ 
ฐานอาคารเป็นฐานเขียง ต่อด้วยชั้นบัวคว่ำ มีท้องไม้ที่คาดด้วยลวดบัวลูกแก้วอกไก่ ถัดขึ้นไปเป็นชั้นบัวหงายที่มีความพิเศษตรงที่ทำปลายเป็นบัวงอน แล้วจึงเป็นชั้นหน้ากระดานรองรับตัวอาคาร
 หน้าบันทั้งด้านหน้าและด้านหลังมีการแบ่งช่องทำลวดลายต่างๆ โดยในช่องกรอบสามเหลี่ยมชั้นบนสุดเป็นรูปเสมาธรรมจักร ถัดลงมาในช่องกรอบสี่เหลี่ยมเป็นรูปลายกนกเปลวที่มีลายกระจังตาอ้อยอยู่ภายใน ช่องเสาใต้หน้าบันลงมาประดับด้วยฮังผึ้งที่เป็นไม้แกะสลักแบบล้านนา
 ภายในอาคาร ประดิษฐานพระประธานบนฐานชุกชีที่ทำเป็นแท่นยาวติดผนังด้านหลัง องค์พระประธานทำด้วยปูนอยู่ติดที่ ปางมารวิชัย ประทับนั่งสมาธิราบ ผนังอาคารด้านข้างมีช่องหน้าต่างด้านละ 4 ช่อง บนหน้าต่างทำด้วยไม้ทาสีแดง","['ไม้_แกะสลัก', 'หลังคา', 'ระเบียง', 'ซุ้มประตู', 'ล้านนา', 'พระประธาน', 'สัตว์', 'พญานาค', 'ดอกไม้', 'กระเบื้อง', 'สี่เหลี่ยม', 'อุโบสถ', 'วิหาร', 'ภาพเขียน', 'ปราสาท', 'ประวัติศาสตร์']",[],{},"['พระประธาน', 'ล้านนา', 'ซุ้มประตู']","['โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'วัฒนธรรมท้องถิ่น', 'โบราณสถาน']",7.2,100.59,"เลขที่ - หมู่ - บ้าน -
ถนน - บ่อยาง เมืองสงขลา สงขลา",บ่อยาง,เมืองสงขลา,สงขลา
146,กรมศิลปากร,วัดน้ำกระจาย,,,,"['อุโบสถ', 'วัด']",อุโบสถ สมัย ร.3,"['อุโบสถ', 'วัด', 'พระประธาน', 'ศาลาการเปรียญ', 'อยุธยา', 'หลังคา', 'พระพุทธรูป', 'โบสถ์', 'ศิลปะ', 'ประวัติศาสตร์', 'การศึกษา']",[],{},"['วัด', 'อุโบสถ']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.12,100.58,"เลขที่ - หมู่ - บ้าน -
ถนน - พะวง เมืองสงขลา สงขลา",พะวง,เมืองสงขลา,สงขลา
147,กรมศิลปากร,วัดชายน้ำ (ร้าง),,,,"['วิหาร', 'ประดิษฐาน', 'พระพุทธรูป', 'วัด']",พระพุทธรูปและวิหารประดิษฐาน(หอพระถ.นครนอก),"['วิหาร', 'ประดิษฐาน', 'พระพุทธรูป', 'วัด', 'อู่_ทอง', 'ศักดิ์สิทธิ์', 'พระปรางค์', 'ภาพจิตรกรรมฝาผนัง', 'จิตรกรรมฝาผนัง', 'ศาสนา', 'พระบรมธาตุ', 'พุทธประวัติ', 'ศิลปกรรม', 'อยุธยา', 'หลังคา', 'วิทยาลัย']",[],{},"['วัด', 'พระพุทธรูป', 'วิหาร']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.19,100.6,"เลขที่ - หมู่ - บ้าน -
ถนน - บ่อยาง เมืองสงขลา สงขลา",บ่อยาง,เมืองสงขลา,สงขลา
148,กรมศิลปากร,วัดนก,,,,"['เจดีย์', 'วัด']",1. พระมหาเจดีย์,"['เจดีย์', 'วัด', 'ภูมิปัญญา', 'สุโขทัย', 'วิหาร', 'สารีริกธาตุ', 'พระอาทิตย์', 'ประวัติศาสตร์', 'พระพุทธรูป', 'อาณาจักร', 'อุทยานฯ']",[],{},"['วัด', 'เจดีย์']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.68,100.38,"เลขที่ - หมู่ 3 บ้าน -
ถนน - วัดสน ระโนด สงขลา",วัดสน,ระโนด,สงขลา
149,กรมศิลปากร,วัดขุนจัน,,,,"['วิหาร', 'วัด', 'เจดีย์', 'พระพุทธรูป']",วิหารโถง พระพุทธรูปภายในวิหาร ส่วนปล้องไฉนของเจดีย์ พังวัดขุนจัน ร่องรอยเศษอิฐ กระจายอยู่ทั่ววัด,"['วิหาร', 'วัด', 'เจดีย์', 'พระพุทธรูป', 'ภาพจิตรกรรมฝาผนัง', 'จิตรกรรมฝาผนัง', 'ประดิษฐาน', 'พระบรมธาตุ', 'พุทธประวัติ', 'อู่_ทอง', 'หลังคา', 'วิทยาลัย', 'ศิลปะ', 'ศักดิ์สิทธิ์', 'พระปรางค์', 'ล้านนา']",[],{},"['วัด', 'พระพุทธรูป', 'เจดีย์', 'วิหาร']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.67,100.38,"เลขที่ - หมู่ 3 บ้าน -
ถนน - วัดสน ระโนด สงขลา",วัดสน,ระโนด,สงขลา
150,กรมศิลปากร,ชุมชนโบราณสีหยัง,,,,"['ชุมชน', 'โบราณ']",ชุมชนโบราณ,"['ชุมชน', 'โบราณ', 'ตลาด', 'ชายหาด', 'เกาะ', 'ปะการัง', 'ระบบนิเวศ', 'ป่าชายเลน', 'ชายฝั่ง', 'ทรัพยากร', 'พิพิธภัณฑ์', 'หัวเมือง', 'มหัศจรรย์', 'เครื่องมือ', 'อนุรักษ์', 'กรุงเทพฯ']",[],{},"['ชุมชน', 'โบราณ']","['ชุมชน/หมู่บ้าน', 'วัฒนธรรมท้องถิ่น', 'โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.63,100.4,"เลขที่ - หมู่ - บ้าน -
ถนน - บ่อตรุ ระโนด สงขลา",บ่อตรุ,ระโนด,สงขลา
151,กรมศิลปากร,วัดหน้าเมือง,,,,"['อุโบสถ', 'หินอ่อน', 'เจดีย์', 'พระพุทธรูป', 'วัด']",อุโบสถก่ออิฐถือปูน มุงสังกะสีมีเจดีย์หน้าอุโบสถ และพระพุทธรูปหินอ่อน,"['อุโบสถ', 'หินอ่อน', 'เจดีย์', 'พระพุทธรูป', 'วัด', 'พระประธาน', 'ศาลาการเปรียญ', 'อยุธยา', 'อู่_ทอง', 'หลังคา', 'ประดิษฐาน', 'ศักดิ์สิทธิ์', 'พระปรางค์', 'โบสถ์', 'ศาสนา', 'ศิลปะ']",[],{},"['วัด', 'อุโบสถ', 'พระพุทธรูป', 'เจดีย์']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.7,100.37,"เลขที่ - หมู่ 3 บ้าน -
ถนน - พังยาง ระโนด สงขลา",พังยาง,ระโนด,สงขลา
152,กรมศิลปากร,เมืองโบราณพังยาง,,,,"['คูเมือง', 'หัวเมือง', 'ชุมชน', 'โบราณ']",เศษภาชนะดินเผา ตัวเมืองชุมชน คูเมือง,"['คูเมือง', 'หัวเมือง', 'ชุมชน', 'โบราณ', 'กำแพงเมือง', 'ตลาด', 'บ่อน้ำ', 'ชายหาด', 'เกาะ', 'ปะการัง', 'ระบบนิเวศ', 'ป่าชายเลน', 'ชายฝั่ง', 'ทรัพยากร', 'พิพิธภัณฑ์', 'ศักดิ์สิทธิ์']",[],{},"['คูเมือง', 'ภาชนะดินเผา', 'ชุมชน', 'โบราณ']","['เหมือง/คูเมือง', 'ธรรมชาติ', 'แหล่งท่องเที่ยวประเภทน้ำจืด', 'โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'ชุมชน/หมู่บ้าน', 'วัฒนธรรมท้องถิ่น']",7.7,100.37,"เลขที่ - หมู่ 3 บ้าน -
ถนน - พังยาง ระโนด สงขลา",พังยาง,ระโนด,สงขลา
153,กรมศิลปากร,พังกูด,,,,"['สระน้ำ', 'โบราณ']",สระน้ำ ซากเรือโบราณ ชิ้นส่วนต่างๆของเรือ เศษภาชนะดินเผา,"['สระน้ำ', 'โบราณ', 'สระแก้ว', 'ตลาด', 'จระเข้', 'ทวาราวดี', 'ทวารวดี', 'เจดีย์', 'สัตว์', 'สี่เหลี่ยม', 'เทวรูป', 'ชุมชน', 'พิพิธภัณฑ์', 'เครื่องมือ', 'อนุรักษ์', 'กรุงเทพฯ']",[],{},"['สระน้ำ', 'ภาชนะดินเผา', 'โบราณ']","['แหล่งท่องเที่ยวประเภทน้ำจืด', 'ธรรมชาติ', 'โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'วัฒนธรรมท้องถิ่น']",7.7,100.36,"เลขที่ - หมู่ 3 บ้าน -
ถนน - พังยาง ระโนด สงขลา",พังยาง,ระโนด,สงขลา
154,กรมศิลปากร,แหล่งเรือจมปากบางระโนด,,,,['โบราณ'],ซากเรือโบราณ เศษภาชนะดินเผา,"['โบราณ', 'ตลาด', 'ชุมชน', 'พิพิธภัณฑ์', 'เครื่องมือ', 'อนุรักษ์', 'กรุงเทพฯ', 'จระเข้', 'วิถีชีวิต', 'การท่องเที่ยว']",[],{},"['ภาชนะดินเผา', 'โบราณ']","['โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'วัฒนธรรมท้องถิ่น']",7.76,100.31,"เลขที่ - หมู่ 3 บ้าน -
ถนน - พังยาง ระโนด สงขลา",พังยาง,ระโนด,สงขลา
155,กรมศิลปากร,วัดระโนด,,,,"['ศาลาการเปรียญ', 'พระพุทธรูป', 'วัด']",กุฏิไม้ และพระพุทธรูปในศาลาการเปรียญ,"['ศาลาการเปรียญ', 'พระพุทธรูป', 'วัด', 'อุโบสถ', 'พระประธาน', 'อู่_ทอง', 'อยุธยา', 'ประดิษฐาน', 'ศักดิ์สิทธิ์', 'พระปรางค์', 'ศาสนา', 'หลังคา', 'ศิลปกรรม', 'โบสถ์', 'ศิลปะ', 'พระอุโบสถ']",[],{},"['ศาลาการเปรียญ', 'วัด', 'พระพุทธรูป', 'กุฏิ']","['โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'ศาสนสถาน']",7.77,100.31,"เลขที่ - หมู่ - บ้าน -
ถนน - ระโนด ระโนด สงขลา",ระโนด,ระโนด,สงขลา
156,กรมศิลปากร,วัดจาก,,,,"['อุโบสถ', 'โบราณ', 'วัด']",วัดโบราณ พบอุโบสถ,"['อุโบสถ', 'โบราณ', 'วัด', 'พระประธาน', 'ตลาด', 'ศาลาการเปรียญ', 'อยุธยา', 'หลังคา', 'พระพุทธรูป', 'โบสถ์', 'ศิลปะ', 'ประวัติศาสตร์', 'การศึกษา', 'ชุมชน', 'พิพิธภัณฑ์', 'เครื่องมือ']",[],{},"['วัด', 'อุโบสถ', 'โบราณ']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'วัฒนธรรมท้องถิ่น', 'โบราณสถาน']",7.77,100.31,"เลขที่ - หมู่ - บ้าน -
ถนน - ระโนด ระโนด สงขลา",ระโนด,ระโนด,สงขลา
157,กรมศิลปากร,พังขาม,,,,"['ชุมชน', 'โบราณ']",ชุมชนโบราณ,"['ชุมชน', 'โบราณ', 'ตลาด', 'ชายหาด', 'เกาะ', 'ปะการัง', 'ระบบนิเวศ', 'ป่าชายเลน', 'ชายฝั่ง', 'ทรัพยากร', 'พิพิธภัณฑ์', 'หัวเมือง', 'มหัศจรรย์', 'เครื่องมือ', 'อนุรักษ์', 'กรุงเทพฯ']",[],{},"['ชุมชน', 'โบราณ']","['ชุมชน/หมู่บ้าน', 'วัฒนธรรมท้องถิ่น', 'โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.77,100.31,"เลขที่ - หมู่ - บ้าน -
ถนน - ระโนด ระโนด สงขลา",ระโนด,ระโนด,สงขลา
158,กรมศิลปากร,วัดเบิก,,,,"['หินอ่อน', 'พระพุทธรูป', 'โบราณวัตถุ', 'อุโบสถ', 'เจดีย์', 'วัด']",อุโบสถ เจดีย์เก่า พระพุทธรูปหินอ่อน พระพุทธรูปไม้ มีโบราณวัตถุอีกเช่นกาน้ำทองเหลือง ธรรมาสน์ไม้,"['หินอ่อน', 'พระพุทธรูป', 'โบราณวัตถุ', 'อุโบสถ', 'เจดีย์', 'วัด', 'หินทราย', 'อู่_ทอง', 'ประดิษฐาน', 'ศักดิ์สิทธิ์', 'พระปรางค์', 'พระประธาน', 'อยุธยา', 'ศาลาการเปรียญ', 'ศาสนา', 'อาณาจักร']",[],{},"['วัด', 'อุโบสถ', 'พระพุทธรูป', 'เจดีย์', 'โบราณวัตถุ']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'โบราณสถาน']",7.72,100.38,"เลขที่ - หมู่ 1 บ้าน -
ถนน - ระวะ ระโนด สงขลา",ระวะ,ระโนด,สงขลา
159,กรมศิลปากร,วัดแจ้ง,,,,"['กระเบื้อง', 'หลังคา', 'วัด']",เก๋งจีน 1 หลัง เป็นอาคารก่ออิฐถือปูนมุงกระเบื้องหลังคาจั่วแบบจีน หันหน้าไปทางทิศใต้,"['กระเบื้อง', 'หลังคา', 'วัด', 'อุโบสถ', 'เชียงราย', 'วิหาร', 'พระอารามหลวง', 'พระที่นั่ง', 'พระประธาน', 'ศาลาการเปรียญ', 'อยุธยา', 'ภาพจิตรกรรมฝาผนัง', 'จิตรกรรมฝาผนัง', 'พระบรมธาตุ', 'พุทธประวัติ', 'ศิลปะ']",[],{},['วัด'],"['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.71,100.39,"เลขที่ - หมู่ 7 บ้าน -
ถนน - ระวะ ระโนด สงขลา",ระวะ,ระโนด,สงขลา
160,กรมศิลปากร,วัดสามบ่อ,,,,"['โบราณ', 'วัด']",วัดโบราณ,"['โบราณ', 'วัด', 'ตลาด', 'ชุมชน', 'พิพิธภัณฑ์', 'เครื่องมือ', 'อนุรักษ์', 'กรุงเทพฯ', 'จระเข้', 'วิถีชีวิต', 'การท่องเที่ยว']",[],{},"['วัด', 'บ่อ', 'โบราณ']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'เหมือง/คูเมือง', 'แหล่งท่องเที่ยวประเภทน้ำจืด', 'ธรรมชาติ', 'วัฒนธรรมท้องถิ่น', 'โบราณสถาน']",7.67,100.39,"เลขที่ - หมู่ - บ้าน -
ถนน - วัดสน ระโนด สงขลา",วัดสน,ระโนด,สงขลา
161,กรมศิลปากร,โคกทอง,,,,['โบราณ'],เตาเผาโบราณ เศษอิฐ หิน เศษภาชนะดินเผา,"['โบราณ', 'ตลาด', 'ชุมชน', 'พิพิธภัณฑ์', 'เครื่องมือ', 'อนุรักษ์', 'กรุงเทพฯ', 'จระเข้', 'วิถีชีวิต', 'การท่องเที่ยว']",[],{},"['เตาเผา', 'ภาชนะดินเผา', 'โบราณ']","['โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'วัฒนธรรมท้องถิ่น']",7.78,100.34,"เลขที่ - หมู่ - บ้าน -
ถนน - ปากแตระ ระโนด สงขลา",ปากแตระ,ระโนด,สงขลา
162,กรมศิลปากร,บ้านหนองกก,,,,[],,[],[],{},[],[],7.18,100.26,"เลขที่ - หมู่ - บ้าน -
ถนน - คูหาใต้ รัตภูมิ สงขลา",คูหาใต้,รัตภูมิ,สงขลา
163,กรมศิลปากร,แหล่งโบราณคดีบ่อหมาเลีย,,,,['โบราณคดี'],เศษภาชนะดินเผา เศษอิฐ พังเตย,"['โบราณคดี', 'สำนักงาน', 'เครื่องปั้นดินเผา', 'พิพิธภัณฑ์', 'อนุรักษ์', 'หนองบัวลำภู', 'ขอนแก่น', 'โบราณวัตถุ', 'ศิลปะ', 'หมู่บ้าน']",[],{},"['ภาชนะดินเผา', 'แหล่งโบราณคดี', 'โบราณคดี', 'บ่อ']","['โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'เหมือง/คูเมือง', 'แหล่งท่องเที่ยวประเภทน้ำจืด', 'ธรรมชาติ']",7.53,100.42,"เลขที่ - หมู่ 1 บ้าน -
ถนน - กระดังงา สทิงพระ สงขลา",กระดังงา,สทิงพระ,สงขลา
164,กรมศิลปากร,แหล่งโบราณคดีบ้านนายลบ,,,,['โบราณคดี'],เครื่องถ้วย เศษภาชนะดินเผา,"['โบราณคดี', 'สำนักงาน', 'เครื่องปั้นดินเผา', 'พิพิธภัณฑ์', 'อนุรักษ์', 'หนองบัวลำภู', 'ขอนแก่น', 'โบราณวัตถุ', 'ศิลปะ', 'หมู่บ้าน']",[],{},"['ภาชนะดินเผา', 'แหล่งโบราณคดี', 'โบราณคดี']","['โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.51,100.43,"เลขที่ - หมู่ 3 บ้าน -
ถนน - กระดังงา สทิงพระ สงขลา",กระดังงา,สทิงพระ,สงขลา
165,กรมศิลปากร,วัดพังเถี๊ยะ,,,,"['อุโบสถ', 'วัด']",อุโบสถเก่า,"['อุโบสถ', 'วัด', 'พระประธาน', 'ศาลาการเปรียญ', 'อยุธยา', 'หลังคา', 'พระพุทธรูป', 'โบสถ์', 'ศิลปะ', 'ประวัติศาสตร์', 'การศึกษา']",[],{},"['วัด', 'อุโบสถ']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.49,100.43,"เลขที่ - หมู่ - บ้าน -
ถนน - กระดังงา สทิงพระ สงขลา",กระดังงา,สทิงพระ,สงขลา
166,กรมศิลปากร,บ้านพังหลุบ,,,,['โบราณคดี'],แหล่งโบราณคดีสมัยประวัติศาสตร์,"['โบราณคดี', 'สำนักงาน', 'เครื่องปั้นดินเผา', 'พิพิธภัณฑ์', 'อนุรักษ์', 'หนองบัวลำภู', 'ขอนแก่น', 'โบราณวัตถุ', 'ศิลปะ', 'หมู่บ้าน']",[],{},"['แหล่งโบราณคดี', 'โบราณคดี']","['โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.5,100.43,"เลขที่ - หมู่ - บ้าน -
ถนน - กระดังงา สทิงพระ สงขลา",กระดังงา,สทิงพระ,สงขลา
167,กรมศิลปากร,พังเถี๊ยะ,,,,"['สระน้ำ', 'โบราณ']",สระน้ำโบราณ,"['สระน้ำ', 'โบราณ', 'สระแก้ว', 'ตลาด', 'จระเข้', 'ทวาราวดี', 'ทวารวดี', 'เจดีย์', 'สัตว์', 'สี่เหลี่ยม', 'เทวรูป', 'ชุมชน', 'พิพิธภัณฑ์', 'เครื่องมือ', 'อนุรักษ์', 'กรุงเทพฯ']",[],{},"['สระน้ำ', 'โบราณ']","['แหล่งท่องเที่ยวประเภทน้ำจืด', 'ธรรมชาติ', 'วัฒนธรรมท้องถิ่น', 'โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม']",7.49,100.44,"เลขที่ - หมู่ - บ้าน -
ถนน - กระดังงา สทิงพระ สงขลา",กระดังงา,สทิงพระ,สงขลา
168,กรมศิลปากร,วัดท่าคุระ,,Wat Tha Khura,,"['บรรพบุรุษ', 'ศักดิ์สิทธิ์', 'โบราณ', 'พระพุทธรูป', 'วัด']",  เจ้าแม่อยู่หัวหมายถึง  พระพุทธรูปทองคำที่สร้างแทนตัวบุคคลที่ชาวบ้านท่าคุระบุคคลทั่วไปให้ความเคารพนับถือและเชื่อว่ามีความศักดิ์สิทธิ์    ที่บรรพบุรุษได้สร้างไว้เมื่อหลายร้อยปีมาแล้วจึงเป็นมรดกตกทอดมาให้คนรุ่นหลังได้เคารพสักการบูชาสืบต่อกันมา   รวมทั้งเป็นเครื่องยึดเหนี่ยวจิตใจ   ที่รวมจิตใจเป็นหนึ่งทำให้ลูกหลานเกิดความรักความสามัคคีสืบมาวัดโบราณ,"['บรรพบุรุษ', 'ศักดิ์สิทธิ์', 'โบราณ', 'พระพุทธรูป', 'วัด', 'อู่_ทอง', 'ประดิษฐาน', 'พระปรางค์', 'ตลาด', 'พระอาทิตย์', 'ชม_วิว_ทิวทัศน์', 'ศาสนา', 'ศิลปกรรม', 'อยุธยา', 'ชุมชน', 'ผจญภัย']",[],{},"['วัด', 'บรรพบุรุษ', 'พระพุทธรูป', 'โบราณ']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'วิถีชีวิตชุมชน', 'วัฒนธรรมท้องถิ่น', 'โบราณสถาน']",7.57,100.39,"เลขที่ - หมู่ - บ้าน -
ถนน - คลองรี สทิงพระ สงขลา",คลองรี,สทิงพระ,สงขลา
169,กรมศิลปากร,วัดประดู่หอม,,,,"['บรรจุ_อัฐิ', 'ศาลาการเปรียญ', 'โบราณ', 'เจดีย์', 'พระพุทธรูป', 'วัด']",วัดโบราณ เจดีย์ อาคารบรรจุอัฐิ พระพุทธรูปในศาลาการเปรียญ,"['บรรจุ_อัฐิ', 'ศาลาการเปรียญ', 'โบราณ', 'เจดีย์', 'พระพุทธรูป', 'วัด', 'อุโบสถ', 'พระประธาน', 'อู่_ทอง', 'ตลาด', 'อยุธยา', 'ประดิษฐาน', 'ศักดิ์สิทธิ์', 'พระปรางค์', 'ศาสนา', 'หลังคา']",[],{},"['ศาลาการเปรียญ', 'วัด', 'พระพุทธรูป', 'บรรจุอัฐิ', 'เจดีย์', 'โบราณ']","['โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'ศาสนสถาน', 'วิถีชีวิตชุมชน', 'วัฒนธรรมท้องถิ่น']",7.5,100.41,"เลขที่ - หมู่ - บ้าน -
ถนน - คลองรี สทิงพระ สงขลา",คลองรี,สทิงพระ,สงขลา
170,กรมศิลปากร,วัดคลองรี,,,,"['โบราณ', 'วัด']",วัดโบราณ,"['โบราณ', 'วัด', 'ตลาด', 'ชุมชน', 'พิพิธภัณฑ์', 'เครื่องมือ', 'อนุรักษ์', 'กรุงเทพฯ', 'จระเข้', 'วิถีชีวิต', 'การท่องเที่ยว']",[],{},"['วัด', 'คลอง', 'โบราณ']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'เหมือง/คูเมือง', 'แหล่งท่องเที่ยวประเภทน้ำจืด', 'ธรรมชาติ', 'วัฒนธรรมท้องถิ่น', 'โบราณสถาน']",7.52,100.41,"เลขที่ - หมู่ - บ้าน -
ถนน - คลองรี สทิงพระ สงขลา",คลองรี,สทิงพระ,สงขลา
171,กรมศิลปากร,วัดคูขุด,,,,"['อุโบสถ', 'โบราณ', 'พระพุทธรูป', 'วัด']",วัดโบราณ พระพุทธรูปภายในอุโบสถ,"['อุโบสถ', 'โบราณ', 'พระพุทธรูป', 'วัด', 'พระประธาน', 'อู่_ทอง', 'ตลาด', 'ศาลาการเปรียญ', 'อยุธยา', 'ประดิษฐาน', 'ศักดิ์สิทธิ์', 'พระปรางค์', 'ศาสนา', 'หลังคา', 'ศิลปกรรม', 'โบสถ์']",[],{},"['วัด', 'อุโบสถ', 'พระพุทธรูป', 'โบราณ']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'วัฒนธรรมท้องถิ่น', 'โบราณสถาน']",7.46,100.42,"เลขที่ - หมู่ - บ้าน -
ถนน - คูขุด สทิงพระ สงขลา",คูขุด,สทิงพระ,สงขลา
172,กรมศิลปากร,วัดธรรมประดิษฐ์,,,,"['โบราณ', 'วัด']",วัดโบราณ,"['โบราณ', 'วัด', 'ตลาด', 'ชุมชน', 'พิพิธภัณฑ์', 'เครื่องมือ', 'อนุรักษ์', 'กรุงเทพฯ', 'จระเข้', 'วิถีชีวิต', 'การท่องเที่ยว']",[],{},"['วัด', 'โบราณ']","['ศาสนสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'วัฒนธรรมท้องถิ่น', 'โบราณสถาน']",7.43,100.41,"เลขที่ - หมู่ - บ้าน -
ถนน - คูขุด สทิงพระ สงขลา",คูขุด,สทิงพระ,สงขลา
173,กรมศิลปากร,วัดศรีไชย,,,,"['ศาลาการเปรียญ', 'โบราณ', 'เจดีย์', 'พระพุทธรูป', 'วัด']",วัดโบราณ ศาลาการเปรียญ พระพุทธรูปในศาลาการเปรียญ และเจดีย์,"['ศาลาการเปรียญ', 'โบราณ', 'เจดีย์', 'พระพุทธรูป', 'วัด', 'อุโบสถ', 'พระประธาน', 'อยุธยา', 'ตลาด', 'อู่_ทอง', 'หลังคา', 'ประดิษฐาน', 'ศักดิ์สิทธิ์', 'พระปรางค์', 'โบสถ์', 'ศิลปะ']",[],{},"['ศาลาการเปรียญ', 'วัด', 'พระพุทธรูป', 'เจดีย์', 'โบราณ']","['โบราณสถาน', 'โบราณสถาน/ศาสนสถาน/สถานปฏิบัติธรรม', 'ศาสนสถาน', 'วัฒนธรรมท้องถิ่น']",7.48,100.41,"เลขที่ - หมู่ - บ้าน -
ถนน - คูขุด สทิงพระ สงขลา",คูขุด,สทิงพระ,สงขลา
